Headlines,Time,Description,cleaned_text,standardized_text,tokens
Cramer Remix: Ignoring Washington negatives could benefit your portfolio,"10:13  AM ET Tue, 10 April 2018"," Jim Cramer reminds investors that when they focus on individual companies, good things can happen.",cramer remix ignoring washington negatives could benefit your portfolio,cramer remix ignoring washington negatives could benefit your portfolio,"['cramer', 'remix', 'ignoring', 'washington', 'negatives', 'benefit', 'portfolio']"
Cramer's lightning round: AMD's bitcoin-driven decline doesn't make sense," 7:00  PM ET Mon,  9 April 2018","Jim Cramer zips through his take on callers' favorite stocks, including a semiconductor play tied to cryptocurrencies.",cramers lightning round amds bitcoindriven decline doesnt make sense,cramers lightning round amds bitcoindriven decline doesnt make sense,"['cramers', 'lightning', 'round', 'amds', 'bitcoindriven', 'decline', 'nt', 'sense']"
Cramer spots a 'burgeoning bull market' in the golf stocks," 7:20  PM ET Mon,  9 April 2018",Jim Cramer continues to track the golf comeback by examining the stocks of Callaway Golf and Acushnet Holdings.,cramer spots a burgeoning bull market in the golf stocks,cramer spots a burgeoning bull market in the golf stocks,"['cramer', 'spots', 'burgeoning', 'bull', 'market', 'golf', 'stocks']"
Cramer lists 15 sectors unaffected by Trump's tariffs on China," 7:20  PM ET Mon,  9 April 2018",Jim Cramer finds new winners in a market thrown into a frenzy by uncertainty over the Trump administration's trade policy.,cramer lists sectors unaffected by trumps tariffs on china,cramer lists sectors unaffected by trumps tariffs on china,"['cramer', 'lists', 'sectors', 'unaffected', 'trumps', 'tariffs', 'china']"
Cramer: We got too negative on Friday—there's always a better time to sell," 7:19  PM ET Mon,  9 April 2018",Jim Cramer explains why Friday's sell-off was not the ideal time for investors to sell out of their positions.,cramer we got too negative on fridaytheres always a better time to sell,cramer we got too negative on fridaytheres always a better time to sell,"['cramer', 'got', 'negative', 'fridaytheres', 'better', 'time', 'sell']"
,,,,,[]
Socially responsible investing is gaining in popularity. And it may help you make more money," 5:23  PM ET Tue, 10 April 2018","Socially responsible investing is gaining in popularity. And it may help you make more money, says the founder of a Toronto-based investment firm. ",socially responsible investing is gaining in popularity and it may help you make more money,socially responsible investing is gaining in popularity and it may help you make more money,"['socially', 'responsible', 'investing', 'gaining', 'popularity', 'help', 'money']"
"Daryl Guppy: 'Very bearish' on S&P 500, Nasdaq and Dow Jones"," 3:08  AM ET Mon,  9 April 2018","""Trade wars are easy to start, but winning them is another question altogether,"" says Daryl Guppy of Guppytraders.com.",daryl guppy very bearish on sp nasdaq and dow jones,daryl guppy very bearish on sp nasdaq and dow jones,"['daryl', 'guppy', 'bearish', 'sp', 'nasdaq', 'dow', 'jones']"
Cramer Remix: Don’t let fear keep you away from this 'renaissance' group," 7:01  PM ET Fri,  6 April 2018",Jim Cramer reveals the truth behind the apparel renaissance and why you should consider buying the group into weakness.,cramer remix dont let fear keep you away from this renaissance group,cramer remix dont let fear keep you away from this renaissance group,"['cramer', 'remix', 'nt', 'let', 'fear', 'away', 'renaissance', 'group']"
Cramer's lightning round: BlackBerry's CEO doesn't get enough credit," 7:03  PM ET Fri,  6 April 2018","Jim Cramer flies through his take on callers' favorite stocks, including an under-appreciated intellectual property play.",cramers lightning round blackberrys ceo doesnt get enough credit,cramers lightning round blackberrys ceo doesnt get enough credit,"['cramers', 'lightning', 'round', 'blackberrys', 'ceo', 'nt', 'credit']"
Cramer: The market's fear gauge is showing signs that stocks could be bottoming," 7:03  PM ET Fri,  6 April 2018",Jim Cramer takes to the charts with technician Mark Sebastian to see if there's more pain ahead for the increasingly volatile stock market.,cramer the markets fear gauge is showing signs that stocks could be bottoming,cramer the markets fear gauge is showing signs that stocks could be bottoming,"['cramer', 'markets', 'fear', 'gauge', 'showing', 'signs', 'stocks', 'bottoming']"
Cramer: Watch these risky trades to track progress in the US vs. China 'trade war'," 7:03  PM ET Fri,  6 April 2018",Jim Cramer highlights a trading style that could be useful for investors to watch amid escalating U.S.-China tensions.,cramer watch these risky trades to track progress in the us vs china trade war,cramer watch these risky trades to track progress in the us vs china trade war,"['cramer', 'watch', 'risky', 'trades', 'track', 'progress', 'vs', 'china', 'trade', 'war']"
Cramer's game plan: Be on your toes and carry a lot of cash in a whipsaw market," 7:03  AM ET Mon,  9 April 2018",Jim Cramer tells investors to remain vigilant as he looks at the week ahead in an increasingly volatile market.,cramers game plan be on your toes and carry a lot of cash in a whipsaw market,cramers game plan be on your toes and carry a lot of cash in a whipsaw market,"['cramers', 'game', 'plan', 'toes', 'carry', 'lot', 'cash', 'whipsaw', 'market']"
"Cramer Remix: If the jobs report is strong, it may mean it’s time to buy the homebuilders"," 7:00  PM ET Thu,  5 April 2018",Jim Cramer reveals why a strong jobs number could be good news for some domestic players.,cramer remix if the jobs report is strong it may mean its time to buy the homebuilders,cramer remix if the jobs report is strong it may mean its time to buy the homebuilders,"['cramer', 'remix', 'jobs', 'report', 'strong', 'mean', 'time', 'buy', 'homebuilders']"
Market volatility is reminiscent of the 1987 crash: Veteran trader Art Cashin," 6:55  PM ET Thu,  5 April 2018",Veteran trader Art Cashin says this year's market volatility is reminiscent of the 1987 stock market crash.,market volatility is reminiscent of the crash veteran trader art cashin,market volatility is reminiscent of the crash veteran trader art cashin,"['market', 'volatility', 'reminiscent', 'crash', 'veteran', 'trader', 'art', 'cashin']"
Cramer's lightning round: You're getting an opportunity to sell these oil stocks," 7:20  PM ET Thu,  5 April 2018","Jim Cramer rattles off his take on callers' favorite stocks, including the sub-sector of master limited partnerships.",cramers lightning round youre getting an opportunity to sell these oil stocks,cramers lightning round youre getting an opportunity to sell these oil stocks,"['cramers', 'lightning', 'round', 'getting', 'opportunity', 'sell', 'oil', 'stocks']"
"Toys R Us bankruptcy created 'the perfect storm' for Ollie's Bargain Outlet, says CEO"," 7:30  PM ET Thu,  5 April 2018",Jim Cramer sits down with Ollie’s Bargain Outlet Holdings Chairman and CEO Mark Butler after earnings to see how discount retail is faring.,toys r us bankruptcy created the perfect storm for ollies bargain outlet says ceo,toys r us bankruptcy created the perfect storm for ollies bargain outlet says ceo,"['toys', 'r', 'bankruptcy', 'created', 'perfect', 'storm', 'ollies', 'bargain', 'outlet', 'says', 'ceo']"
"Cramer talks Spotify, the 'anti-IPO' joining the ranks of Netflix and Amazon"," 7:29  PM ET Thu,  5 April 2018",Jim Cramer takes a closer look at Spotify after the music streaming giant's direct listing on the New York Stock Exchange.,cramer talks spotify the antiipo joining the ranks of netflix and amazon,cramer talks spotify the antiipo joining the ranks of netflix and amazon,"['cramer', 'talks', 'spotify', 'antiipo', 'joining', 'ranks', 'netflix', 'amazon']"
Cramer: Trump's 'onslaught against Amazon' creates major market risk," 7:29  PM ET Thu,  5 April 2018",Jim Cramer warns viewers to invest with caution given the looming market threats like Trump's attack on Amazon.,cramer trumps onslaught against amazon creates major market risk,cramer trumps onslaught against amazon creates major market risk,"['cramer', 'trumps', 'onslaught', 'amazon', 'creates', 'major', 'market', 'risk']"
JP Morgan strategist sees stocks up 10% by the end of 2018 on 'strong' corporate profits,"10:33  AM ET Thu,  5 April 2018","The bank views corporate profits as the key driver of equity markets, and expects these to remain strong throughout the year. ",jp morgan strategist sees stocks up by the end of on strong corporate profits,jp morgan strategist sees stocks up by the end of on strong corporate profits,"['jp', 'morgan', 'strategist', 'sees', 'stocks', 'end', 'strong', 'corporate', 'profits']"
,,,,,[]
Before the start of Q1 earnings season," 9:59  AM ET Thu,  5 April 2018","In the two weeks leading up to the start of Q1 earnings season, stocks tend to do poorly with S&P, Nasdaq and Russell 2K leading the markets lower",before the start of q earnings season,before the start of q earnings season,"['start', 'q', 'earnings', 'season']"
Wall Street is not yet shaking in its boots over Spotify's IPO,"12:17  PM ET Wed,  4 April 2018",Spotify is a big company with a big brand name that partially sells itself. Many other small companies will still need Wall Street to do the selling.,wall street is not yet shaking in its boots over spotifys ipo,wall street is not yet shaking in its boots over spotifys ipo,"['wall', 'street', 'shaking', 'boots', 'spotifys', 'ipo']"
Trump's tax cut windfall lifts stock dividends to new record," 5:41  PM ET Tue,  3 April 2018","President Donald Trump's tax-cut windfall helped push dividend payments to a new record, S&P Dow Jones Indices said Tuesday.",trumps tax cut windfall lifts stock dividends to new record,trumps tax cut windfall lifts stock dividends to new record,"['trumps', 'tax', 'cut', 'windfall', 'lifts', 'stock', 'dividends', 'new', 'record']"
Watch Trump's Twitter feed for buying opportunities: Economist," 4:38  PM ET Tue,  3 April 2018","President Trump's Twitter feed may be the best indicator of what to buy on Wall Street, says one economist. ",watch trumps twitter feed for buying opportunities economist,watch trumps twitter feed for buying opportunities economist,"['watch', 'trumps', 'twitter', 'feed', 'buying', 'opportunities', 'economist']"
"The market may test more lows soon as it seeks a new leader besides tech, analysts say"," 4:17  PM ET Tue,  3 April 2018","The market may ""test some lows"" as it searches for a new leader other than the FANG stocks, analysts said. ",the market may test more lows soon as it seeks a new leader besides tech analysts say,the market may test more lows soon as it seeks a new leader besides tech analysts say,"['market', 'test', 'lows', 'soon', 'seeks', 'new', 'leader', 'tech', 'analysts']"
"Tech stock prices were ‘not real life’ — and the correction has only just started, expert says"," 7:16  AM ET Tue,  3 April 2018","After a year of record highs, tech stocks may have more pain ahead amid Trump Twitter anger amd fears of regulation. ",tech stock prices were not real life and the correction has only just started expert says,tech stock prices were not real life and the correction has only just started expert says,"['tech', 'stock', 'prices', 'real', 'life', 'correction', 'started', 'expert', 'says']"
,,,,,[]
"Market plunges on first day of second-quarter trading, but some analysts remain bullish"," 6:16  PM ET Mon,  2 April 2018","Market plunges on first day of second-quarter trading, but some analysts remain bullish. ",market plunges on first day of secondquarter trading but some analysts remain bullish,market plunges on first day of secondquarter trading but some analysts remain bullish,"['market', 'plunges', 'day', 'secondquarter', 'trading', 'analysts', 'remain', 'bullish']"
Tesla's stock is falling for two reasons: UBS analyst," 6:55  PM ET Mon,  2 April 2018",A UBS analyst says Tesla's stock is dropping for two reasons: a fatal crash involving a Model X and the company's slow rate of production of the Model 3. ,teslas stock is falling for two reasons ubs analyst,teslas stock is falling for two reasons ubs analyst,"['teslas', 'stock', 'falling', 'reasons', 'ubs', 'analyst']"
"As 2Q begins, strong profits seen overcoming concerns about big tech"," 9:03  AM ET Mon,  2 April 2018",Opinions are divided about the markets in the second quarter.,as q begins strong profits seen overcoming concerns about big tech,as q begins strong profits seen overcoming concerns about big tech,"['q', 'begins', 'strong', 'profits', 'seen', 'overcoming', 'concerns', 'big', 'tech']"
Cramer Remix: This discourages investors more than anything in this market,"11:14  AM ET Wed,  4 April 2018",Jim Cramer reveals what’s causing investors to lose enthusiasm when it comes to the averages.,cramer remix this discourages investors more than anything in this market,cramer remix this discourages investors more than anything in this market,"['cramer', 'remix', 'discourages', 'investors', 'market']"
Cramer's lightning round: CVS' management is no good at telling their story," 7:04  PM ET Thu, 29 March 2018","Jim Cramer shares his take on callers' favorite stocks at lightning speed, including a pharmacy operator's stock.",cramers lightning round cvs management is no good at telling their story,cramers lightning round cvs management is no good at telling their story,"['cramers', 'lightning', 'round', 'cvs', 'management', 'good', 'telling', 'story']"
Nvidia CEO Jensen Huang: Uber accident made us realize the importance of self-driving tech," 7:26  PM ET Thu, 29 March 2018","Jim Cramer gets Nvidia founder, President and CEO Jensen Huang's take on the recent fatal accident with an Uber self-driving vehicle.",nvidia ceo jensen huang uber accident made us realize the importance of selfdriving tech,nvidia ceo jensen huang uber accident made us realize the importance of selfdriving tech,"['nvidia', 'ceo', 'jensen', 'huang', 'uber', 'accident', 'realize', 'importance', 'selfdriving', 'tech']"
"Cramer's game plan: If you can't take the pain, do some selling"," 7:25  PM ET Thu, 29 March 2018",Jim Cramer looks ahead to key events in the week ahead and flags opportunities for investors to spruce up their portfolios.,cramers game plan if you cant take the pain do some selling,cramers game plan if you cant take the pain do some selling,"['cramers', 'game', 'plan', 'nt', 'pain', 'selling']"
"Nvidia CEO Jensen Huang: Cryptocurrency is here to stay, will be an 'important driver' for business"," 7:46  PM ET Thu, 29 March 2018","Jim Cramer hears from Nvidia founder, President and CEO Jensen Huang in a wide-ranging interview on cryptocurrency, self-driving cars and Nvidia's graphics business.",nvidia ceo jensen huang cryptocurrency is here to stay will be an important driver for business,nvidia ceo jensen huang cryptocurrency is here to stay will be an important driver for business,"['nvidia', 'ceo', 'jensen', 'huang', 'cryptocurrency', 'stay', 'important', 'driver', 'business']"
Cramer Remix: The stock to get into if you can’t take the pain in tech," 7:00  PM ET Wed, 28 March 2018",Jim Cramer dissects the wild moves of technology stocks and explains why Clorox came roaring back.,cramer remix the stock to get into if you cant take the pain in tech,cramer remix the stock to get into if you cant take the pain in tech,"['cramer', 'remix', 'stock', 'nt', 'pain', 'tech']"
Cramer's lightning round: The tariff-plagued Deere is a long-term play," 6:56  PM ET Wed, 28 March 2018","Jim Cramer flies through his take on callers' favorite stocks, including an agriculture play.",cramers lightning round the tariffplagued deere is a longterm play,cramers lightning round the tariffplagued deere is a longterm play,"['cramers', 'lightning', 'round', 'tariffplagued', 'deere', 'longterm', 'play']"
"UnitedHealth Group CEO: In 10 years, tech will push health care to become more value-based"," 7:00  PM ET Wed, 28 March 2018",Jim Cramer sits down with UnitedHealth Group CEO David Wichmann at CNBC's Healthy Returns conference to discuss the health-care giant's prospects.,unitedhealth group ceo in years tech will push health care to become more valuebased,unitedhealth group ceo in years tech will push health care to become more valuebased,"['unitedhealth', 'group', 'ceo', 'years', 'tech', 'push', 'health', 'care', 'valuebased']"
Cramer: How Facebook's drop compares to other scandal-ridden stocks like Chipotle," 6:58  PM ET Wed, 28 March 2018","Jim Cramer stacks the stock of Facebook against other troubled names like United Airlines, Equifax and Chipotle.",cramer how facebooks drop compares to other scandalridden stocks like chipotle,cramer how facebooks drop compares to other scandalridden stocks like chipotle,"['cramer', 'facebooks', 'drop', 'compares', 'scandalridden', 'stocks', 'like', 'chipotle']"
Cramer makes the case for consumer goods stocks amid tech-led declines," 6:57  PM ET Wed, 28 March 2018",Jim Cramer recommends investors stay the course through a rough market punishing some of its top stocks.,cramer makes the case for consumer goods stocks amid techled declines,cramer makes the case for consumer goods stocks amid techled declines,"['cramer', 'makes', 'case', 'consumer', 'goods', 'stocks', 'amid', 'techled', 'declines']"
Market analyst Sam Stovall sees 'at least one more' big stock drop this year," 2:05  PM ET Wed, 28 March 2018",The S&P 500 fell into correction territory on Feb. 8 when it declined about 10.2 percent from its peak on Jan. 26.,market analyst sam stovall sees at least one more big stock drop this year,market analyst sam stovall sees at least one more big stock drop this year,"['market', 'analyst', 'sam', 'stovall', 'sees', 'big', 'stock', 'drop', 'year']"
,,,,,[]
Cramer Remix: Hold the obits — the mall is alive and well," 6:03  AM ET Wed, 28 March 2018","Jim Cramer is revisiting mall retail and spotting staggering signs of life from retailers like Abercrombie, Macy’s and Urban Outfitters.",cramer remix hold the obits the mall is alive and well,cramer remix hold the obits the mall is alive and well,"['cramer', 'remix', 'hold', 'obits', 'mall', 'alive']"
Cramer's lightning round: Goldman Sachs' stock is a great play on this volatility," 6:56  PM ET Tue, 27 March 2018","Jim Cramer rattles off his take on callers' favorite stocks, including that of a big bank withstanding the market madness.",cramers lightning round goldman sachs stock is a great play on this volatility,cramers lightning round goldman sachs stock is a great play on this volatility,"['cramers', 'lightning', 'round', 'goldman', 'sachs', 'stock', 'great', 'play', 'volatility']"
Kohl's CEO says 'big idea' behind Amazon partnership is driving traffic," 7:33  PM ET Tue, 27 March 2018","Jim Cramer sits down with Kevin Mansell, the outgoing chairman, president and CEO of Kohl's, to discuss the retailer's partnership with Amazon and the latest quarter.",kohls ceo says big idea behind amazon partnership is driving traffic,kohls ceo says big idea behind amazon partnership is driving traffic,"['kohls', 'ceo', 'says', 'big', 'idea', 'amazon', 'partnership', 'driving', 'traffic']"
Cramer's sell-off strategy: Don't own oil stocks for the long term," 7:33  PM ET Tue, 27 March 2018",Jim Cramer advises investors on how to manage their portfolios amid market weakness.,cramers selloff strategy dont own oil stocks for the long term,cramers selloff strategy dont own oil stocks for the long term,"['cramers', 'selloff', 'strategy', 'nt', 'oil', 'stocks', 'long', 'term']"
Cramer: Nvidia and Twitter's stocks are the best examples of the unforgiving market," 7:32  PM ET Tue, 27 March 2018",Jim Cramer uses the stocks of Nvidia and Twitter to explain the stock market's treacherous condition.,cramer nvidia and twitters stocks are the best examples of the unforgiving market,cramer nvidia and twitters stocks are the best examples of the unforgiving market,"['cramer', 'nvidia', 'twitters', 'stocks', 'best', 'examples', 'unforgiving', 'market']"
JP Morgan: Investors are 'overreacting' so buy this market dip for big rally ahead,"10:53  AM ET Tue, 27 March 2018","J.P. Morgan predicts the S&P 500 will rise by 13 percent through year-end 2018, citing valuation and improving fundamentals.",jp morgan investors are overreacting so buy this market dip for big rally ahead,jp morgan investors are overreacting so buy this market dip for big rally ahead,"['jp', 'morgan', 'investors', 'overreacting', 'buy', 'market', 'dip', 'big', 'rally', 'ahead']"
,,,,,[]
Cramer Remix: Facebook just flashed a classic sign that it’s oversold," 7:06  PM ET Mon, 26 March 2018","Jim Cramer makes sense of Facebook’s recent face-plant, and dissects the signals that indicate the stock is oversold.",cramer remix facebook just flashed a classic sign that its oversold,cramer remix facebook just flashed a classic sign that its oversold,"['cramer', 'remix', 'facebook', 'flashed', 'classic', 'sign', 'oversold']"
Cramer's lightning round: Buy AT&T—I think it'll win the DOJ lawsuit," 7:02  PM ET Mon, 26 March 2018","Jim Cramer rips through his take on callers' favorite stocks, including a telecom play.",cramers lightning round buy atti think itll win the doj lawsuit,cramers lightning round buy atti think itll win the doj lawsuit,"['cramers', 'lightning', 'round', 'buy', 'atti', 'think', 'll', 'win', 'doj', 'lawsuit']"
Cramer: You should be scared if you own natural gas stocks," 7:37  PM ET Mon, 26 March 2018",Jim Cramer drills down on the weakness in the natural gas space and many of its related stocks.,cramer you should be scared if you own natural gas stocks,cramer you should be scared if you own natural gas stocks,"['cramer', 'scared', 'natural', 'gas', 'stocks']"
Wendy's just released a hip-hop mixtape—here's what the CEO had to say," 7:37  PM ET Mon, 26 March 2018",Jim Cramer sits down with the CEO of The Wendy's Company to talk social media strategy and technology.,wendys just released a hiphop mixtapeheres what the ceo had to say,wendys just released a hiphop mixtapeheres what the ceo had to say,"['wendys', 'released', 'hiphop', 'mixtapeheres', 'ceo']"
"Cramer pinpoints what sparked the rally: China, 60 Minutes, short-covering and Facebook"," 8:28  AM ET Tue, 27 March 2018",Jim Cramer goes over the triggers that sent the stock market surging after a week of pain.,cramer pinpoints what sparked the rally china minutes shortcovering and facebook,cramer pinpoints what sparked the rally china minutes shortcovering and facebook,"['cramer', 'pinpoints', 'sparked', 'rally', 'china', 'minutes', 'shortcovering', 'facebook']"
Cramer Remix: The one bright spot after a tough week," 7:02  PM ET Fri, 23 March 2018",Jim Cramer reveals the silver lining he’s spotted after a tough week on the averages.,cramer remix the one bright spot after a tough week,cramer remix the one bright spot after a tough week,"['cramer', 'remix', 'bright', 'spot', 'tough', 'week']"
Cramer's lightning round: Hold XPO Logistics—it's best in class," 7:02  PM ET Fri, 23 March 2018","Jim Cramer zips through his take on callers' favorite stocks, including a shipping play outperforming its rivals.",cramers lightning round hold xpo logisticsits best in class,cramers lightning round hold xpo logisticsits best in class,"['cramers', 'lightning', 'round', 'hold', 'xpo', 'logisticsits', 'best', 'class']"
"Cramer: Dropbox deserves to trade like a cloud king, but be careful buying"," 7:28  PM ET Fri, 23 March 2018",Jim Cramer evaluates Dropbox's IPO to see if the market's newest cloud play is worth buying.,cramer dropbox deserves to trade like a cloud king but be careful buying,cramer dropbox deserves to trade like a cloud king but be careful buying,"['cramer', 'dropbox', 'deserves', 'trade', 'like', 'cloud', 'king', 'careful', 'buying']"
Cramer: Tommy Hilfiger parent PVH is a buy ahead of earnings," 7:27  PM ET Fri, 23 March 2018",Jim Cramer finds six drivers behind the stock of PVH ahead of the retailer's earnings report.,cramer tommy hilfiger parent pvh is a buy ahead of earnings,cramer tommy hilfiger parent pvh is a buy ahead of earnings,"['cramer', 'tommy', 'hilfiger', 'parent', 'pvh', 'buy', 'ahead', 'earnings']"
Cramer's game plan: Be prepared for more White House chaos," 9:10  AM ET Mon, 26 March 2018",Jim Cramer shares his weekly game plan with investors after a rattling week on Wall Street and Capitol Hill.,cramers game plan be prepared for more white house chaos,cramers game plan be prepared for more white house chaos,"['cramers', 'game', 'plan', 'prepared', 'white', 'house', 'chaos']"
Cramer Remix: Why you should buy high-growth stocks during the sell-off," 7:02  PM ET Thu, 22 March 2018",Jim Cramer reveals which stocks you should be eyeing on a down day.,cramer remix why you should buy highgrowth stocks during the selloff,cramer remix why you should buy highgrowth stocks during the selloff,"['cramer', 'remix', 'buy', 'highgrowth', 'stocks', 'selloff']"
Cramer's lightning round: Marijuana stock GW Pharmaceuticals is too hot to buy," 7:06  PM ET Thu, 22 March 2018","Jim Cramer zooms through his take on callers' favorite stocks, including a smoking-hot cannabis play.",cramers lightning round marijuana stock gw pharmaceuticals is too hot to buy,cramers lightning round marijuana stock gw pharmaceuticals is too hot to buy,"['cramers', 'lightning', 'round', 'marijuana', 'stock', 'gw', 'pharmaceuticals', 'hot', 'buy']"
Cramer pits Home Depot against Lowe's and picks the better stock," 7:41  PM ET Thu, 22 March 2018",Jim Cramer does an apples-to-apples comparison with the home improvement chains to see which retailer is the better investment.,cramer pits home depot against lowes and picks the better stock,cramer pits home depot against lowes and picks the better stock,"['cramer', 'pits', 'home', 'depot', 'lowes', 'picks', 'better', 'stock']"
JP Morgan: 'Goldilocks' stock conditions ahead after Fed decision," 7:47  PM ET Thu, 22 March 2018","J.P. Morgan told clients that the Federal Reserve's reluctance to forecast four rate hikes in 2018 should spur a ""goldilocks"" rally in stocks.",jp morgan goldilocks stock conditions ahead after fed decision,jp morgan goldilocks stock conditions ahead after fed decision,"['jp', 'morgan', 'goldilocks', 'stock', 'conditions', 'ahead', 'fed', 'decision']"
,,,,,[]
Cramer: This decline isn't about the Fed. It's about Trump and the elites," 7:40  PM ET Thu, 22 March 2018",Jim Cramer ties the market sell-off to high society's distaste in President Donald Trump's trade policies.,cramer this decline isnt about the fed its about trump and the elites,cramer this decline isnt about the fed its about trump and the elites,"['cramer', 'decline', 'nt', 'fed', 'trump', 'elites']"
Cramer says fears of artificial intelligence added to the market sell-off," 7:40  PM ET Thu, 22 March 2018","Jim Cramer determines the causes of the sell-off, zooming in on scandals at Facebook and Uber.",cramer says fears of artificial intelligence added to the market selloff,cramer says fears of artificial intelligence added to the market selloff,"['cramer', 'says', 'fears', 'artificial', 'intelligence', 'added', 'market', 'selloff']"
The market fell because of the tariffs: Art Cashin," 5:35  PM ET Thu, 22 March 2018","UBS Managing Director Art Cashin says Trump's tariffs were the biggest pain in the market today, causing all major indexes to take a nosedive. ",the market fell because of the tariffs art cashin,the market fell because of the tariffs art cashin,"['market', 'fell', 'tariffs', 'art', 'cashin']"
Cramer Remix: Goldman Sachs is the ideal stock to own in this moment of volatility," 7:01  PM ET Wed, 21 March 2018",Jim Cramer reveals which stock he has his eye on after Wednesday's Fed news.,cramer remix goldman sachs is the ideal stock to own in this moment of volatility,cramer remix goldman sachs is the ideal stock to own in this moment of volatility,"['cramer', 'remix', 'goldman', 'sachs', 'ideal', 'stock', 'moment', 'volatility']"
Cramer: What FedEx's earnings call reveals about Larry Kudlow's views on trade," 7:24  PM ET Wed, 21 March 2018","Jim Cramer makes a connection between FedEx's post-earnings conference call and the president's newly appointed economic advisor, Larry Kudlow.",cramer what fedexs earnings call reveals about larry kudlows views on trade,cramer what fedexs earnings call reveals about larry kudlows views on trade,"['cramer', 'fedexs', 'earnings', 'reveals', 'larry', 'kudlows', 'views', 'trade']"
Cramer's lightning round: Watch the technicals with Canada Goose's stock," 7:13  PM ET Wed, 21 March 2018","Jim Cramer shares his take on callers' favorite stocks at lightning speed, including a luxury retail play.",cramers lightning round watch the technicals with canada gooses stock,cramers lightning round watch the technicals with canada gooses stock,"['cramers', 'lightning', 'round', 'watch', 'technicals', 'canada', 'gooses', 'stock']"
,,,,,[]
Cramer highlights the value of McDonald's: The current pullback is a 'gift'," 7:23  PM ET Wed, 21 March 2018","Jim Cramer reiterates his bullish call on shares of McDonald's, saying the fast food chain has a number of positive prospects.",cramer highlights the value of mcdonalds the current pullback is a gift,cramer highlights the value of mcdonalds the current pullback is a gift,"['cramer', 'highlights', 'value', 'mcdonalds', 'current', 'pullback', 'gift']"
Cramer: Facebook's troubles shouldn't weigh on the rest of FANG—or FAANNG," 7:22  PM ET Wed, 21 March 2018",Jim Cramer explains why a Facebook scandal shouldn't reflect poorly on its big-cap companions in the technology space. ,cramer facebooks troubles shouldnt weigh on the rest of fangor faanng,cramer facebooks troubles shouldnt weigh on the rest of fangor faanng,"['cramer', 'facebooks', 'troubles', 'nt', 'weigh', 'rest', 'fangor', 'faanng']"
Cramer Remix: Here's how Mark Zuckerberg should respond to Facebook's crisis," 6:59  PM ET Tue, 20 March 2018",Jim Cramer explains why Facebook’s current approach isn’t working and how the company should proceed.,cramer remix heres how mark zuckerberg should respond to facebooks crisis,cramer remix heres how mark zuckerberg should respond to facebooks crisis,"['cramer', 'remix', 'heres', 'mark', 'zuckerberg', 'respond', 'facebooks', 'crisis']"
"Cramer's lightning round: With so many great bank stocks, stay away from Wells Fargo"," 7:06  PM ET Tue, 20 March 2018","Jim Cramer flies through his take on callers' favorite stocks, including a major bank that made headlines in 2017.",cramers lightning round with so many great bank stocks stay away from wells fargo,cramers lightning round with so many great bank stocks stay away from wells fargo,"['cramers', 'lightning', 'round', 'great', 'bank', 'stocks', 'stay', 'away', 'wells', 'fargo']"
Information is 'the modern-day weapon' and we're always under attack: Shark Tank's Robert Herjavec," 7:06  PM ET Tue, 20 March 2018","Jim Cramer sits down with Shark Tank's Robert Herjavec to discuss Facebook, bitcoin, ransomware and the importance of data.",information is the modernday weapon and were always under attack shark tanks robert herjavec,information is the modernday weapon and were always under attack shark tanks robert herjavec,"['information', 'modernday', 'weapon', 'attack', 'shark', 'tanks', 'robert', 'herjavec']"
Cramer's charts show 'signs of life' for the struggling biotech sector," 6:51  PM ET Tue, 20 March 2018",Jim Cramer eyes the biotechnology sector with technician Carolyn Boroden so see if the troubled stock group can bounce back anytime soon.,cramers charts show signs of life for the struggling biotech sector,cramers charts show signs of life for the struggling biotech sector,"['cramers', 'charts', 'signs', 'life', 'struggling', 'biotech', 'sector']"
"Cramer: Trump, the Fed and the cloud can get this market back on track"," 6:50  PM ET Tue, 20 March 2018","Jim Cramer lists the factors that can contribute to a recovery in the stock market, from Trump to tech to takeovers.",cramer trump the fed and the cloud can get this market back on track,cramer trump the fed and the cloud can get this market back on track,"['cramer', 'trump', 'fed', 'cloud', 'market', 'track']"
Analyst who called the last pullback says it's time to buy on the dip again,"10:09  PM ET Mon, 19 March 2018","Analyst who called the last pullback said it is a good buying opportunity now, and there are three sectors to consider: Financials, industrials and tech. ",analyst who called the last pullback says its time to buy on the dip again,analyst who called the last pullback says its time to buy on the dip again,"['analyst', 'called', 'pullback', 'says', 'time', 'buy', 'dip']"
Cramer Remix: It’s not too late to sell and raise cash," 7:01  PM ET Mon, 19 March 2018",Jim Cramer senses some major market controversy and calls for investors to prepare for the market to hit lower levels.,cramer remix its not too late to sell and raise cash,cramer remix its not too late to sell and raise cash,"['cramer', 'remix', 'late', 'sell', 'raise', 'cash']"
"Cramer's lightning round: I know people worry about Ventas, but I'm not backing down"," 7:06  PM ET Mon, 19 March 2018","Jim Cramer rattles off his take on callers' favorite stocks, including a real estate play causing a stir with investors.",cramers lightning round i know people worry about ventas but im not backing down,cramers lightning round i know people worry about ventas but im not backing down,"['cramers', 'lightning', 'round', 'know', 'people', 'worry', 'ventas', 'm', 'backing']"
